title,doi,target
Reiterative Chiral Resolution/Racemization/Recycle (RRR Synthesis) for an Effective and Scalable Process for the Enantioselective Synthesis of a Dual IDO1/TDO2 Inhibitor Imidazoisoindole Derivative,10.1021/acs.oprd.0c00004,C1C=CC2C3N(C(CCC(F)4CCC(S(N)(=O)=O)CC4)C=2C=1)C=NC=3
"Review of Synthetic Routes and Crystalline Forms of the Antiandrogen Oncology Drugs Enzalutamide, Apalutamide, and Darolutamide",10.1021/acs.oprd.0c00005,CC1(N(C2C=C(F)C(C(NC)=O)=CC=2)C(=S)N(C2C=CC(C#N)=C(C(F)(F)F)C=2)C1=O)C
"Review of Synthetic Routes and Crystalline Forms of the Antiandrogen Oncology Drugs Enzalutamide, Apalutamide, and Darolutamide",10.1021/acs.oprd.0c00005,CNC(C1C(F)=CC(N2C3(CCC3)C(=O)N(C3C=NC(C#N)=C(C(F)(F)F)C=3)C2=S)=CC=1)=O
"Review of Synthetic Routes and Crystalline Forms of the Antiandrogen Oncology Drugs Enzalutamide, Apalutamide, and Darolutamide",10.1021/acs.oprd.0c00005,CC(NC(C1C=C(C(O)C)NN=1)=O)CN1N=C(C2C=C(Cl)C(C#N)=CC=2)C=C1
Total Synthesis of (+)-Oxo-tomaymycin,10.1021/acs.oprd.0c00009,C/C=C1/CN2C(C(NC3C(C2=O)=CC(OC)=C(O)C=3)=O)C/1
"One-Pot Enzymatic Synthesis of Enantiopure 1,3-Oxathiolanes Using <i>Trichosporon laibachii</i> Lipase and the Kinetic Model",10.1021/acs.oprd.0c00010,CC(OC1OC(COC(C2C=CC=CC=2)=O)SC1)=O
Process Development Overcomes a Challenging Pd-Catalyzed C–N Coupling for the Synthesis of RORc Inhibitor <b>GDC-0022</b>,10.1021/acs.oprd.0c00012,CC1N(CC2C=C(F)C(N3CC4C(N5C=NN=C5)C4C3)=CC=2F)S(=O)(=O)C(C2C=CC=CC=2)CC1
"A Practical Synthesis of the TGFβRI Inhibitor <i>N</i>-(4-(3-(6-(Difluoromethyl)pyridin-2-yl)-1<i>H</i>-pyrrolo[3,2-<i>b</i>]pyridin-2-yl)pyridin-2-yl)acetamide via One-Pot Sequential Sonogashira and Cacchi Reactions Catalyzed by Pd(OAc)<sub>2</sub>/BINAP",10.1021/acs.oprd.0c00015,CC(NC1N=CC=C(C2NC3C=CC=NC=3C=2C2C=CC=C(C(F)F)N=2)C=1)=O
Development of an Efficient Synthetic Process for Broflanilide,10.1021/acs.oprd.0c00028,CN(C(C1C=CC=CC=1)=O)C1C=CC=C(C(NC2C(C(F)(F)F)=CC(C(F)(C(F)(F)F)C(F)(F)F)=CC=2Br)=O)C=1F
"Development of the Convergent, Kilogram-Scale Synthesis of an Antibacterial Clinical Candidate Using Enantioselective Hydrogenation",10.1021/acs.oprd.0c00029,C1C(C#N)=CC2N(C(C=CC=2C=1)=O)CCN1CC(F)C(NCC2N=CC3OCCOC=3C=2)CC1
Where Does the Fluorine Come From? A Review on the Challenges Associated with the Synthesis of Organofluorine Compounds,10.1021/acs.oprd.0c00030,CC(NC)(F)C(N(P)C)C#N
"Continuous Process Improvement in the Manufacture of Carfilzomib, Part 1: Process Understanding and Improvements in the Commercial Route to Prepare the Epoxyketone Warhead",10.1021/acs.oprd.0c00051,CC(CC(NC(C(NC(C(NC(C(NC(CN1CCOCC1)=O)CCC1C=CC=CC=1)=O)CC(C)C)=O)CC1C=CC=CC=1)=O)C(C1(OC1)C)=O)C
"Photo-oxidation of Cyclopentadiene Using Continuous Processing: Application to the Synthesis of (1<i>R</i>,4<i>S</i>)-4-Hydroxycyclopent-2-en-1-yl Acetate",10.1021/acs.oprd.0c00066,CC(OC1CC(O)C=C1)=O
Development of a Scalable and Safer Synthesis of Diazeniumdiolates,10.1021/acs.oprd.0c00067,CC(N/[N+](/[O-])=N\OC1CCN(C2N=CC(C#N)=CC=2)CC1)(C)C
A Safer Synthesis of the Explosive Precursors 4-Aminofurazan-3-Carboxylic Acid and its Ethyl Ester Derivative,10.1021/acs.oprd.0c00068,C(C(O)=O)1C(N)=NON=1
Synthesis Development of the Selective Estrogen Receptor Degrader (SERD) LSZ102 from a Suzuki Coupling to a C–H Activation Strategy,10.1021/acs.oprd.0c00076,CC(F)(F)C1C=C(F)C=CC=1C1SC2C=C(O)C=CC=2C=1OC1C=CC(/C=C/C(O)=O)=CC=1
An Efficient Synthesis of Tenofovir (PMPA): A Key Intermediate Leading to Tenofovir-Based HIV Medicines,10.1021/acs.oprd.0c00078,C(N1C2C(=C(N=CN=2)N)N=C1)C(OCP(O)(O)=O)C
Large-Scale Practical Synthesis of Boc-Protected 4-Fluoro-<scp>l</scp>-Proline,10.1021/acs.oprd.0c00080,CC(OC(N1C(C(O)=O)CC(F)C1)=O)(C)C
An Economical Route to Lamivudine Featuring a Novel Strategy for Stereospecific Assembly,10.1021/acs.oprd.0c00083,C1C(N)=NC(=O)N(C2OC(CO)SC2)C=1
Continuous-Flow Synthesis of Cationic Lipid SST-01 via Safe and Scalable Aerobic Oxidation and Reductive Amination,10.1021/acs.oprd.0c00084,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)C
Process Development and Large-Scale Synthesis of BTK Inhibitor BIIB068,10.1021/acs.oprd.0c00087,CC(OC1CN(C(NCC2C(C)=CC(C3N=C(NC4C=NN(C)C=4)N=CC=3)=CC=2)=O)C1)C
"Development of a Scalable and Practical Synthesis of AB928, a Dual A<sub>2a</sub>/A<sub>2b</sub> Receptor Antagonist",10.1021/acs.oprd.0c00124,CC1C(C2C=C(C3N=NN(CC4N=C(C(O)(C)C)C=CC=4)C=3)N=C(N)N=2)=CC=CC=1C#N
Development and Production of an Enantioselective Tetrahydroisoquinoline Synthesis Enabled by Continuous Cryogenic Lithium–Halogen Exchange,10.1021/acs.oprd.0c00141,CC1N(C(CC2C(Cl)=CC=CC=2Cl)=O)C(CO)CC2C1=CC=CC=2CCC(O)(C)C
Synthesis of an Oxathiolane Drug Substance Intermediate Guided by Constraint-Driven Innovation,10.1021/acs.oprd.0c00145,C1C(N)=NC(=O)N(C2OC(CO)SC2)C=1
A Continuous Flow Sulfuryl Chloride-Based Reaction—Synthesis of a Key Intermediate in a New Route toward Emtricitabine and Lamivudine,10.1021/acs.oprd.0c00146,C1N(C2OC(CO)SC2)C(=O)N=C(N)C=1F
Seeking for Selectivity and Efficiency: New Approaches in the Synthesis of Raltegravir,10.1021/acs.oprd.0c00155,CC1OC(C(NC(C2N(C)C(=O)C(O)=C(C(NCC3C=CC(F)=CC=3)=O)N=2)(C)C)=O)=NN=1
Preparation of Mono- and Diisocyanates in Flow from Renewable Carboxylic Acids,10.1021/acs.oprd.0c00167,C(=O)=NCN=C=O
"Development of a Zinc-Mediated Approach to a 2,3-<i>cis</i>-Pyrrolidine Arginase Inhibitor",10.1021/acs.oprd.0c00171,C(CB(O)O)CC1C(C(O)=O)NCC1
Development of a Large-Scale Cyanation Process Using Continuous Flow Chemistry En Route to the Synthesis of Remdesivir,10.1021/acs.oprd.0c00172,CCC(COC(C(NP(OC1C=CC=CC=1)(OCC1OC(C2N3C(C(N)=NC=N3)=CC=2)(C#N)C(O)C1O)=O)C)=O)CC
Practical and Scalable Synthesis of a Glucokinase Activator via One-Pot Difluorination and Julia Olefination,10.1021/acs.oprd.0c00180,C1C=C(S(C2CC2)(=O)=O)C=CC=1/C(/C(NC1N=CC(OCCO)=NC=1)=O)=C/C1CC(F)C(F)C1
Optimized Synthesis of 7-Azaindazole by a Diels–Alder Cascade and Associated Process Safety,10.1021/acs.oprd.0c00184,C1C=CC(C2C(I)=CN=C3C=2C(C2CCCCC2)=NN3CC2C=CC=CC=2)=CC=1
"A Virtual Plant for Integrated Continuous Manufacturing of a Carfilzomib Drug Substance Intermediate, Part 1: CDI-Promoted Amide Bond Formation",10.1021/acs.oprd.0c00187,CC(CC(NC(OC(C)(C)C)=O)C(C1(OC1)C)=O)C
"A Virtual Plant for Integrated Continuous Manufacturing of a Carfilzomib Drug Substance Intermediate, Part 2: Enone Synthesis via a Barbier-Type Grignard Process",10.1021/acs.oprd.0c00188,CC(CC(NC(OC(C)(C)C)=O)C(C(C)=C)=O)C
Short and Easily Scalable Synthesis of the Sex Pheromone of the Horse-Chestnut Leaf Miner (<i>Cameraria ohridella</i>) Relying on a Key Ligand- and Additive-Free Iron-Catalyzed Cross-Coupling,10.1021/acs.oprd.0c00191,CC(CCCCCC/C=C/C=C\CCC(C)(C)C)=O
"Multigram Synthesis of BMS-929075, an Allosteric, Palm Site Inhibitor of HCV NS5B Replicase, Involving the Synthesis of a Highly Functionalized Benzofuran through a Telescoped Process",10.1021/acs.oprd.0c00198,CC1C=CC(C(NC(C2N=CC=CN=2)2CC2)=O)=CC=1C1C(F)=C2C(C(NC)=O)=C(OC2=CC=1)C1C=CC(F)=CC=1
